#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species	description
MP00308	MP00308	AT2G42280	PlantTFDB	1.0	AT2G42280	0	None	None	1	None	None	gene is directly annotated
MP00018	MP00018	AT2G42400	PlantTFDB	1.0	AT2G42400	0	None	None	1	None	None	gene is directly annotated
MP00309	MP00309	AT2G42430	PlantTFDB	1.0	AT2G42430	0	None	None	1	None	None	gene is directly annotated
MP00310	MP00310	AT2G43000	PlantTFDB	1.0	AT2G43000	0	None	None	1	None	None	gene is directly annotated
MP00606	MP00606	AT2G43010	PlantTFDB	1.0	AT2G43010	0	None	None	1	None	None	gene is directly annotated
MP00618	MP00618	AT2G44745	PlantTFDB	1.0	AT2G44745	0	None	None	1	None	None	gene is directly annotated
MP00311	MP00311	AT2G44840	PlantTFDB	1.0	AT2G44840	0	None	None	1	None	None	gene is directly annotated
MP00312	MP00312	AT2G44940	PlantTFDB	1.0	AT2G44940	0	None	None	1	None	None	gene is directly annotated
MP00620	MP00620	AT2G45190	PlantTFDB	1.0	AT2G45190	0	None	None	1	None	None	gene is directly annotated
MP00313	MP00313	AT2G45410	PlantTFDB	1.0	AT2G45410	0	None	None	1	None	None	gene is directly annotated
MP00314	MP00314	AT2G45420	PlantTFDB	1.0	AT2G45420	0	None	None	1	None	None	gene is directly annotated
MP00315	MP00315	AT2G45650	PlantTFDB	1.0	AT2G45650	0	None	None	1	None	None	gene is directly annotated
MP00076	MP00076	AT2G45660	PlantTFDB	1.0	AT2G45660	0	None	None	1	None	None	gene is directly annotated
MP00316	MP00316	AT2G45680	PlantTFDB	1.0	AT2G45680	0	None	None	1	None	None	gene is directly annotated
MP00317	MP00317	AT2G46130	PlantTFDB	1.0	AT2G46130	0	None	None	1	None	None	gene is directly annotated
MP00318	MP00318	AT2G46270	PlantTFDB	1.0	AT2G46270	0	None	None	1	None	None	gene is directly annotated
MP00112	MP00112	AT2G46400	PlantTFDB	1.0	AT2G46400	0	None	None	1	None	None	gene is directly annotated
MP00101	MP00101	AT2G46510	PlantTFDB	1.0	AT2G46510	0	None	None	1	None	None	gene is directly annotated
MP00319	MP00319	AT2G46590	PlantTFDB	1.0	AT2G46590	0	None	None	1	None	None	gene is directly annotated
MP00320	MP00320	AT2G46680	PlantTFDB	1.0	AT2G46680	0	None	None	1	None	None	gene is directly annotated
MP00321	MP00321	AT2G46770	PlantTFDB	1.0	AT2G46770	0	None	None	1	None	None	gene is directly annotated
MP00103	MP00103	AT2G46830	PlantTFDB	1.0	AT2G46830	0	None	None	1	None	None	gene is directly annotated
MP00603	MP00603	AT2G47070	PlantTFDB	1.0	AT2G47070	0	None	None	1	None	None	gene is directly annotated
MP00069	MP00069	AT2G47260	PlantTFDB	1.0	AT2G47260	0	None	None	1	None	None	gene is directly annotated
MP00627	MP00627	AT2G47460	PlantTFDB	1.0	AT2G47460	0	None	None	1	None	None	gene is directly annotated
MP00322	MP00322	AT3G01220	PlantTFDB	1.0	AT3G01220	0	None	None	1	None	None	gene is directly annotated
MP00323	MP00323	AT3G01470	PlantTFDB	1.0	AT3G01470	0	None	None	1	None	None	gene is directly annotated
MP00324	MP00324	AT3G01530	PlantTFDB	1.0	AT3G01530	0	None	None	1	None	None	gene is directly annotated
MP00325	MP00325	AT3G01970	PlantTFDB	1.0	AT3G01970	0	None	None	1	None	None	gene is directly annotated
MP00326	MP00326	AT3G02150	PlantTFDB	1.0	AT3G02150	0	None	None	1	None	None	gene is directly annotated
MP00327	MP00327	AT3G02940	PlantTFDB	1.0	AT3G02940	0	None	None	1	None	None	gene is directly annotated
MP00328	MP00328	AT3G02990	PlantTFDB	1.0	AT3G02990	0	None	None	1	None	None	gene is directly annotated
MP00329	MP00329	AT3G03200	PlantTFDB	1.0	AT3G03200	0	None	None	1	None	None	gene is directly annotated
MP00330	MP00330	AT3G03660	PlantTFDB	1.0	AT3G03660	0	None	None	1	None	None	gene is directly annotated
MP00331	MP00331	AT3G04030	PlantTFDB	1.0	AT3G04030	0	None	None	1	None	None	gene is directly annotated
MP00332	MP00332	AT3G04060	PlantTFDB	1.0	AT3G04060	0	None	None	1	None	None	gene is directly annotated
MP00333	MP00333	AT3G04070	PlantTFDB	1.0	AT3G04070	0	None	None	1	None	None	gene is directly annotated
MP00334	MP00334	AT3G06490	PlantTFDB	1.0	AT3G06490	0	None	None	1	None	None	gene is directly annotated
MP00335	MP00335	AT3G06740	PlantTFDB	1.0	AT3G06740	0	None	None	1	None	None	gene is directly annotated
MP00336	MP00336	AT3G08500	PlantTFDB	1.0	AT3G08500	0	None	None	1	None	None	gene is directly annotated
MP00337	MP00337	AT3G09230	PlantTFDB	1.0	AT3G09230	0	None	None	1	None	None	gene is directly annotated
MP00338	MP00338	AT3G09600	PlantTFDB	1.0	AT3G09600	0	None	None	1	None	None	gene is directly annotated
MP00339	MP00339	AT3G09735	PlantTFDB	1.0	AT3G09735	0	None	None	1	None	None	gene is directly annotated
MP00340	MP00340	AT3G10030	PlantTFDB	1.0	AT3G10030	0	None	None	1	None	None	gene is directly annotated
MP00341	MP00341	AT3G10113	PlantTFDB	1.0	AT3G10113	0	None	None	1	None	None	gene is directly annotated
MP00342	MP00342	AT3G10480	PlantTFDB	1.0	AT3G10480	0	None	None	1	None	None	gene is directly annotated
MP00612	MP00612	AT3G10490	PlantTFDB	1.0	AT3G10490	0	None	None	1	None	None	gene is directly annotated
MP00343	MP00343	AT3G10500	PlantTFDB	1.0	AT3G10500	0	None	None	1	None	None	gene is directly annotated
MP00344	MP00344	AT3G10580	PlantTFDB	1.0	AT3G10580	0	None	None	1	None	None	gene is directly annotated
MP00345	MP00345	AT3G10800	PlantTFDB	1.0	AT3G10800	0	None	None	1	None	None	gene is directly annotated
MP00346	MP00346	AT3G11020	PlantTFDB	1.0	AT3G11020	0	None	None	1	None	None	gene is directly annotated
MP00347	MP00347	AT3G11280	PlantTFDB	1.0	AT3G11280	0	None	None	1	None	None	gene is directly annotated
MP00348	MP00348	AT3G11440	PlantTFDB	1.0	AT3G11440	0	None	None	1	None	None	gene is directly annotated
MP00113	MP00113	AT3G12130	PlantTFDB	1.0	AT3G12130	0	None	None	1	None	None	gene is directly annotated
MP00349	MP00349	AT3G12250	PlantTFDB	1.0	AT3G12250	0	None	None	1	None	None	gene is directly annotated
MP00350	MP00350	AT3G12720	PlantTFDB	1.0	AT3G12720	0	None	None	1	None	None	gene is directly annotated
MP00351	MP00351	AT3G12730	PlantTFDB	1.0	AT3G12730	0	None	None	1	None	None	gene is directly annotated
MP00352	MP00352	AT3G12820	PlantTFDB	1.0	AT3G12820	0	None	None	1	None	None	gene is directly annotated
MP00353	MP00353	AT3G12910	PlantTFDB	1.0	AT3G12910	0	None	None	1	None	None	gene is directly annotated
MP00354	MP00354	AT3G13040	PlantTFDB	1.0	AT3G13040	0	None	None	1	None	None	gene is directly annotated
MP00355	MP00355	AT3G13810	PlantTFDB	1.0	AT3G13810	0	None	None	1	None	None	gene is directly annotated
MP00356	MP00356	AT3G14180	PlantTFDB	1.0	AT3G14180	0	None	None	1	None	None	gene is directly annotated
MP00062	MP00062	AT3G15030	PlantTFDB	1.0	AT3G15030	0	None	None	1	None	None	gene is directly annotated
MP00357	MP00357	AT3G15170	PlantTFDB	1.0	AT3G15170	0	None	None	1	None	None	gene is directly annotated
MP00358	MP00358	AT3G15210	PlantTFDB	1.0	AT3G15210	0	None	None	1	None	None	gene is directly annotated
MP00359	MP00359	AT3G15270	PlantTFDB	1.0	AT3G15270	0	None	None	1	None	None	gene is directly annotated
MP00360	MP00360	AT3G15500	PlantTFDB	1.0	AT3G15500	0	None	None	1	None	None	gene is directly annotated
MP00361	MP00361	AT3G15510	PlantTFDB	1.0	AT3G15510	0	None	None	1	None	None	gene is directly annotated
MP00362	MP00362	AT3G16280	PlantTFDB	1.0	AT3G16280	0	None	None	1	None	None	gene is directly annotated
MP00109	MP00109	AT3G16770	PlantTFDB	1.0	AT3G16770	0	None	None	1	None	None	gene is directly annotated
MP00363	MP00363	AT3G17730	PlantTFDB	1.0	AT3G17730	0	None	None	1	None	None	gene is directly annotated
MP00364	MP00364	AT3G18400	PlantTFDB	1.0	AT3G18400	0	None	None	1	None	None	gene is directly annotated
MP00366	MP00366	AT3G20310	PlantTFDB	1.0	AT3G20310	0	None	None	1	None	None	gene is directly annotated
MP00367	MP00367	AT3G20770	PlantTFDB	1.0	AT3G20770	0	None	None	1	None	None	gene is directly annotated
MP00368	MP00368	AT3G20840	PlantTFDB	1.0	AT3G20840	0	None	None	1	None	None	gene is directly annotated
MP00369	MP00369	AT3G21175	PlantTFDB	1.0	AT3G21175	0	None	None	1	None	None	gene is directly annotated
MP00078	MP00078	AT3G22170	PlantTFDB	1.0	AT3G22170	0	None	None	1	None	None	gene is directly annotated
MP00044	MP00044	AT3G22760	PlantTFDB	1.0	AT3G22760	0	None	None	1	None	None	gene is directly annotated
MP00370	MP00370	AT3G22780	PlantTFDB	1.0	AT3G22780	0	None	None	1	None	None	gene is directly annotated
MP00371	MP00371	AT3G22830	PlantTFDB	1.0	AT3G22830	0	None	None	1	None	None	gene is directly annotated
MP00372	MP00372	AT3G23210	PlantTFDB	1.0	AT3G23210	0	None	None	1	None	None	gene is directly annotated
MP00373	MP00373	AT3G23220	PlantTFDB	1.0	AT3G23220	0	None	None	1	None	None	gene is directly annotated
MP00374	MP00374	AT3G23240	PlantTFDB	1.0	AT3G23240	0	None	None	1	None	None	gene is directly annotated
MP00375	MP00375	AT3G23250	PlantTFDB	1.0	AT3G23250	0	None	None	1	None	None	gene is directly annotated
MP00376	MP00376	AT3G23690	PlantTFDB	1.0	AT3G23690	0	None	None	1	None	None	gene is directly annotated
MP00377	MP00377	AT3G24050	PlantTFDB	1.0	AT3G24050	0	None	None	1	None	None	gene is directly annotated
MP00378	MP00378	AT3G24120	PlantTFDB	1.0	AT3G24120	0	None	None	1	None	None	gene is directly annotated
MP00379	MP00379	AT3G24520	PlantTFDB	1.0	AT3G24520	0	None	None	1	None	None	gene is directly annotated
MP00083	MP00083	AT3G24650	PlantTFDB	1.0	AT3G24650	0	None	None	1	None	None	gene is directly annotated
MP00031	MP00031	AT3G25730	PlantTFDB	1.0	AT3G25730	0	None	None	1	None	None	gene is directly annotated
MP00380	MP00380	AT3G25990	PlantTFDB	1.0	AT3G25990	0	None	None	1	None	None	gene is directly annotated
MP00381	MP00381	AT3G26620	PlantTFDB	1.0	AT3G26620	0	None	None	1	None	None	gene is directly annotated
MP00382	MP00382	AT3G26790	PlantTFDB	1.0	AT3G26790	0	None	None	1	None	None	gene is directly annotated
MP00384	MP00384	AT3G27010	PlantTFDB	1.0	AT3G27010	0	None	None	1	None	None	gene is directly annotated
MP00385	MP00385	AT3G27785	PlantTFDB	1.0	AT3G27785	0	None	None	1	None	None	gene is directly annotated
MP00386	MP00386	AT3G28910	PlantTFDB	1.0	AT3G28910	0	None	None	1	None	None	gene is directly annotated
MP00387	MP00387	AT3G28920	PlantTFDB	1.0	AT3G28920	0	None	None	1	None	None	gene is directly annotated
MP00388	MP00388	AT3G30210	PlantTFDB	1.0	AT3G30210	0	None	None	1	None	None	gene is directly annotated
MP00389	MP00389	AT3G30530	PlantTFDB	1.0	AT3G30530	0	None	None	1	None	None	gene is directly annotated
MP00390	MP00390	AT3G45150	PlantTFDB	1.0	AT3G45150	0	None	None	1	None	None	gene is directly annotated
MP00391	MP00391	AT3G45170	PlantTFDB	1.0	AT3G45170	0	None	None	1	None	None	gene is directly annotated
MP00392	MP00392	AT3G45610	PlantTFDB	1.0	AT3G45610	0	None	None	1	None	None	gene is directly annotated
MP00393	MP00393	AT3G46070	PlantTFDB	1.0	AT3G46070	0	None	None	1	None	None	gene is directly annotated
MP00041	MP00041	AT3G46090	PlantTFDB	1.0	AT3G46090	0	None	None	1	None	None	gene is directly annotated
MP00014	MP00014	AT3G46640	PlantTFDB	1.0	AT3G46640	0	None	None	1	None	None	gene is directly annotated
MP00394	MP00394	AT3G47500	PlantTFDB	1.0	AT3G47500	0	None	None	1	None	None	gene is directly annotated
MP00395	MP00395	AT3G47600	PlantTFDB	1.0	AT3G47600	0	None	None	1	None	None	gene is directly annotated
MP00396	MP00396	AT3G47620	PlantTFDB	1.0	AT3G47620	0	None	None	1	None	None	gene is directly annotated
MP00397	MP00397	AT3G48160	PlantTFDB	1.0	AT3G48160	0	None	None	1	None	None	gene is directly annotated
MP00608	MP00608	AT3G48430	PlantTFDB	1.0	AT3G48430	0	None	None	1	None	None	gene is directly annotated
MP00398	MP00398	AT3G49530	PlantTFDB	1.0	AT3G49530	0	None	None	1	None	None	gene is directly annotated
MP00089	MP00089	AT3G49690	PlantTFDB	1.0	AT3G49690	0	None	None	1	None	None	gene is directly annotated
MP00399	MP00399	AT3G49930	PlantTFDB	1.0	AT3G49930	0	None	None	1	None	None	gene is directly annotated
MP00400	MP00400	AT3G50060	PlantTFDB	1.0	AT3G50060	0	None	None	1	None	None	gene is directly annotated
MP00401	MP00401	AT3G50260	PlantTFDB	1.0	AT3G50260	0	None	None	1	None	None	gene is directly annotated
MP00402	MP00402	AT3G50410	PlantTFDB	1.0	AT3G50410	0	None	None	1	None	None	gene is directly annotated
MP00403	MP00403	AT3G50700	PlantTFDB	1.0	AT3G50700	0	None	None	1	None	None	gene is directly annotated
MP00613	MP00613	AT3G51060	PlantTFDB	1.0	AT3G51060	0	None	None	1	None	None	gene is directly annotated
MP00404	MP00404	AT3G51080	PlantTFDB	1.0	AT3G51080	0	None	None	1	None	None	gene is directly annotated
MP00405	MP00405	AT3G52440	PlantTFDB	1.0	AT3G52440	0	None	None	1	None	None	gene is directly annotated
MP00406	MP00406	AT3G53200	PlantTFDB	1.0	AT3G53200	0	None	None	1	None	None	gene is directly annotated
MP00077	MP00077	AT3G54340	PlantTFDB	1.0	AT3G54340	0	None	None	1	None	None	gene is directly annotated
MP00075	MP00075	AT3G54990	PlantTFDB	1.0	AT3G54990	0	None	None	1	None	None	gene is directly annotated
MP00407	MP00407	AT3G55370	PlantTFDB	1.0	AT3G55370	0	None	None	1	None	None	gene is directly annotated
MP00408	MP00408	AT3G56400	PlantTFDB	1.0	AT3G56400	0	None	None	1	None	None	gene is directly annotated
MP00409	MP00409	AT3G56850	PlantTFDB	1.0	AT3G56850	0	None	None	1	None	None	gene is directly annotated
MP00410	MP00410	AT3G57230	PlantTFDB	1.0	AT3G57230	0	None	None	1	None	None	gene is directly annotated
MP00411	MP00411	AT3G57600	PlantTFDB	1.0	AT3G57600	0	None	None	1	None	None	gene is directly annotated
MP00412	MP00412	AT3G57920	PlantTFDB	1.0	AT3G57920	0	None	None	1	None	None	gene is directly annotated
MP00413	MP00413	AT3G58630	PlantTFDB	1.0	AT3G58630	0	None	None	1	None	None	gene is directly annotated
MP00093	MP00093	AT3G58780	PlantTFDB	1.0	AT3G58780	0	None	None	1	None	None	gene is directly annotated
MP00082	MP00082	AT3G59060	PlantTFDB	1.0	AT3G59060	0	None	None	1	None	None	gene is directly annotated
MP00060	MP00060	AT3G60030	PlantTFDB	1.0	AT3G60030	0	None	None	1	None	None	gene is directly annotated
MP00414	MP00414	AT3G60490	PlantTFDB	1.0	AT3G60490	0	None	None	1	None	None	gene is directly annotated
MP00415	MP00415	AT3G60530	PlantTFDB	1.0	AT3G60530	0	None	None	1	None	None	gene is directly annotated
MP00416	MP00416	AT3G60580	PlantTFDB	1.0	AT3G60580	0	None	None	1	None	None	gene is directly annotated
MP00417	MP00417	AT3G61120	PlantTFDB	1.0	AT3G61120	0	None	None	1	None	None	gene is directly annotated
MP00418	MP00418	AT3G61150	PlantTFDB	1.0	AT3G61150	0	None	None	1	None	None	gene is directly annotated
MP00114	MP00114	AT3G61250	PlantTFDB	1.0	AT3G61250	0	None	None	1	None	None	gene is directly annotated
MP00013	MP00013	AT3G61890	PlantTFDB	1.0	AT3G61890	0	None	None	1	None	None	gene is directly annotated
MP00015	MP00015	AT3G61910	PlantTFDB	1.0	AT3G61910	0	None	None	1	None	None	gene is directly annotated
MP00419	MP00419	AT3G62420	PlantTFDB	1.0	AT3G62420	0	None	None	1	None	None	gene is directly annotated
MP00034	MP00034	AT4G00050	PlantTFDB	1.0	AT4G00050	0	None	None	1	None	None	gene is directly annotated
MP00420	MP00420	AT4G00250	PlantTFDB	1.0	AT4G00250	0	None	None	1	None	None	gene is directly annotated
MP00061	MP00061	AT4G00270	PlantTFDB	1.0	AT4G00270	0	None	None	1	None	None	gene is directly annotated
MP00421	MP00421	AT4G00730	PlantTFDB	1.0	AT4G00730	0	None	None	1	None	None	gene is directly annotated
MP00422	MP00422	AT4G01250	PlantTFDB	1.0	AT4G01250	0	None	None	1	None	None	gene is directly annotated
MP00423	MP00423	AT4G01280	PlantTFDB	1.0	AT4G01280	0	None	None	1	None	None	gene is directly annotated
MP00424	MP00424	AT4G01500	PlantTFDB	1.0	AT4G01500	0	None	None	1	None	None	gene is directly annotated
MP00425	MP00425	AT4G01540	PlantTFDB	1.0	AT4G01540	0	None	None	1	None	None	gene is directly annotated
MP00426	MP00426	AT4G01550	PlantTFDB	1.0	AT4G01550	0	None	None	1	None	None	gene is directly annotated
MP00427	MP00427	AT4G01680	PlantTFDB	1.0	AT4G01680	0	None	None	1	None	None	gene is directly annotated
MP00115	MP00115	AT4G01720	PlantTFDB	1.0	AT4G01720	0	None	None	1	None	None	gene is directly annotated
MP00428	MP00428	AT4G04450	PlantTFDB	1.0	AT4G04450	0	None	None	1	None	None	gene is directly annotated
MP00429	MP00429	AT4G05100	PlantTFDB	1.0	AT4G05100	0	None	None	1	None	None	gene is directly annotated
MP00430	MP00430	AT4G06746	PlantTFDB	1.0	AT4G06746	0	None	None	1	None	None	gene is directly annotated
MP00431	MP00431	AT4G10350	PlantTFDB	1.0	AT4G10350	0	None	None	1	None	None	gene is directly annotated
MP00432	MP00432	AT4G11660	PlantTFDB	1.0	AT4G11660	0	None	None	1	None	None	gene is directly annotated
MP00102	MP00102	AT4G14410	PlantTFDB	1.0	AT4G14410	0	None	None	1	None	None	gene is directly annotated
MP00433	MP00433	AT4G14770	PlantTFDB	1.0	AT4G14770	0	None	None	1	None	None	gene is directly annotated
MP00434	MP00434	AT4G15090	PlantTFDB	1.0	AT4G15090	0	None	None	1	None	None	gene is directly annotated
MP00054	MP00054	AT4G16110	PlantTFDB	1.0	AT4G16110	0	None	None	1	None	None	gene is directly annotated
MP00435	MP00435	AT4G16150	PlantTFDB	1.0	AT4G16150	0	None	None	1	None	None	gene is directly annotated
MP00099	MP00099	AT4G16430	PlantTFDB	1.0	AT4G16430	0	None	None	1	None	None	gene is directly annotated
MP00436	MP00436	AT4G16750	PlantTFDB	1.0	AT4G16750	0	None	None	1	None	None	gene is directly annotated
MP00050	MP00050	AT4G17460	PlantTFDB	1.0	AT4G17460	0	None	None	1	None	None	gene is directly annotated
MP00437	MP00437	AT4G17490	PlantTFDB	1.0	AT4G17490	0	None	None	1	None	None	gene is directly annotated
MP00438	MP00438	AT4G17785	PlantTFDB	1.0	AT4G17785	0	None	None	1	None	None	gene is directly annotated
MP00086	MP00086	AT4G17880	PlantTFDB	1.0	AT4G17880	0	None	None	1	None	None	gene is directly annotated
MP00439	MP00439	AT4G17980	PlantTFDB	1.0	AT4G17980	0	None	None	1	None	None	gene is directly annotated
MP00440	MP00440	AT4G18170	PlantTFDB	1.0	AT4G18170	0	None	None	1	None	None	gene is directly annotated
MP00063	MP00063	AT4G18390	PlantTFDB	1.0	AT4G18390	0	None	None	1	None	None	gene is directly annotated
MP00441	MP00441	AT4G18450	PlantTFDB	1.0	AT4G18450	0	None	None	1	None	None	gene is directly annotated
MP00442	MP00442	AT4G18770	PlantTFDB	1.0	AT4G18770	0	None	None	1	None	None	gene is directly annotated
MP00443	MP00443	AT4G18880	PlantTFDB	1.0	AT4G18880	0	None	None	1	None	None	gene is directly annotated
MP00444	MP00444	AT4G18890	PlantTFDB	1.0	AT4G18890	0	None	None	1	None	None	gene is directly annotated
MP00609	MP00609	AT4G18960	PlantTFDB	1.0	AT4G18960	0	None	None	1	None	None	gene is directly annotated
MP00445	MP00445	AT4G21030	PlantTFDB	1.0	AT4G21030	0	None	None	1	None	None	gene is directly annotated
MP00116	MP00116	AT4G21040	PlantTFDB	1.0	AT4G21040	0	None	None	1	None	None	gene is directly annotated
MP00446	MP00446	AT4G21080	PlantTFDB	1.0	AT4G21080	0	None	None	1	None	None	gene is directly annotated
MP00091	MP00091	AT4G21330	PlantTFDB	1.0	AT4G21330	0	None	None	1	None	None	gene is directly annotated
MP00447	MP00447	AT4G22070	PlantTFDB	1.0	AT4G22070	0	None	None	1	None	None	gene is directly annotated
MP00448	MP00448	AT4G23550	PlantTFDB	1.0	AT4G23550	0	None	None	1	None	None	gene is directly annotated
MP00027	MP00027	AT4G23750	PlantTFDB	1.0	AT4G23750	0	None	None	1	None	None	gene is directly annotated
MP00449	MP00449	AT4G24020	PlantTFDB	1.0	AT4G24020	0	None	None	1	None	None	gene is directly annotated
MP00450	MP00450	AT4G24240	PlantTFDB	1.0	AT4G24240	0	None	None	1	None	None	gene is directly annotated
MP00451	MP00451	AT4G24470	PlantTFDB	1.0	AT4G24470	0	None	None	1	None	None	gene is directly annotated
MP00452	MP00452	AT4G25470	PlantTFDB	1.0	AT4G25470	0	None	None	1	None	None	gene is directly annotated
MP00453	MP00453	AT4G25480	PlantTFDB	1.0	AT4G25480	0	None	None	1	None	None	gene is directly annotated
MP00454	MP00454	AT4G25490	PlantTFDB	1.0	AT4G25490	0	None	None	1	None	None	gene is directly annotated
MP00455	MP00455	AT4G26640	PlantTFDB	1.0	AT4G26640	0	None	None	1	None	None	gene is directly annotated
MP00456	MP00456	AT4G27950	PlantTFDB	1.0	AT4G27950	0	None	None	1	None	None	gene is directly annotated
MP00457	MP00457	AT4G28110	PlantTFDB	1.0	AT4G28110	0	None	None	1	None	None	gene is directly annotated
MP00458	MP00458	AT4G28140	PlantTFDB	1.0	AT4G28140	0	None	None	1	None	None	gene is directly annotated
MP00459	MP00459	AT4G28500	PlantTFDB	1.0	AT4G28500	0	None	None	1	None	None	gene is directly annotated
MP00045	MP00045	AT4G29000	PlantTFDB	1.0	AT4G29000	0	None	None	1	None	None	gene is directly annotated
MP00460	MP00460	AT4G29230	PlantTFDB	1.0	AT4G29230	0	None	None	1	None	None	gene is directly annotated
MP00461	MP00461	AT4G30080	PlantTFDB	1.0	AT4G30080	0	None	None	1	None	None	gene is directly annotated
MP00462	MP00462	AT4G30980	PlantTFDB	1.0	AT4G30980	0	None	None	1	None	None	gene is directly annotated
MP00463	MP00463	AT4G31060	PlantTFDB	1.0	AT4G31060	0	None	None	1	None	None	gene is directly annotated
MP00464	MP00464	AT4G31550	PlantTFDB	1.0	AT4G31550	0	None	None	1	None	None	gene is directly annotated
MP00602	MP00602	AT4G31610	PlantTFDB	1.0	AT4G31610	0	None	None	1	None	None	gene is directly annotated
MP00465	MP00465	AT4G31800	PlantTFDB	1.0	AT4G31800	0	None	None	1	None	None	gene is directly annotated
MP00072	MP00072	AT4G31920	PlantTFDB	1.0	AT4G31920	0	None	None	1	None	None	gene is directly annotated
MP00466	MP00466	AT4G32730	PlantTFDB	1.0	AT4G32730	0	None	None	1	None	None	gene is directly annotated
MP00467	MP00467	AT4G32800	PlantTFDB	1.0	AT4G32800	0	None	None	1	None	None	gene is directly annotated
MP00048	MP00048	AT4G32890	PlantTFDB	1.0	AT4G32890	0	None	None	1	None	None	gene is directly annotated
MP00468	MP00468	AT4G33280	PlantTFDB	1.0	AT4G33280	0	None	None	1	None	None	gene is directly annotated
MP00038	MP00038	AT4G34000	PlantTFDB	1.0	AT4G34000	0	None	None	1	None	None	gene is directly annotated
MP00469	MP00469	AT4G34410	PlantTFDB	1.0	AT4G34410	0	None	None	1	None	None	gene is directly annotated
MP00470	MP00470	AT4G34590	PlantTFDB	1.0	AT4G34590	0	None	None	1	None	None	gene is directly annotated
MP00617	MP00617	AT4G35550	PlantTFDB	1.0	AT4G35550	0	None	None	1	None	None	gene is directly annotated
MP00108	MP00108	AT4G35580	PlantTFDB	1.0	AT4G35580	0	None	None	1	None	None	gene is directly annotated
MP00471	MP00471	AT4G36160	PlantTFDB	1.0	AT4G36160	0	None	None	1	None	None	gene is directly annotated
MP00472	MP00472	AT4G36620	PlantTFDB	1.0	AT4G36620	0	None	None	1	None	None	gene is directly annotated
MP00039	MP00039	AT4G36730	PlantTFDB	1.0	AT4G36730	0	None	None	1	None	None	gene is directly annotated
MP00473	MP00473	AT4G36740	PlantTFDB	1.0	AT4G36740	0	None	None	1	None	None	gene is directly annotated
MP00474	MP00474	AT4G36780	PlantTFDB	1.0	AT4G36780	0	None	None	1	None	None	gene is directly annotated
MP00020	MP00020	AT4G36900	PlantTFDB	1.0	AT4G36900	0	None	None	1	None	None	gene is directly annotated
MP00035	MP00035	AT4G36930	PlantTFDB	1.0	AT4G36930	0	None	None	1	None	None	gene is directly annotated
MP00475	MP00475	AT4G37180	PlantTFDB	1.0	AT4G37180	0	None	None	1	None	None	gene is directly annotated
MP00476	MP00476	AT4G37260	PlantTFDB	1.0	AT4G37260	0	None	None	1	None	None	gene is directly annotated
MP00088	MP00088	AT4G37750	PlantTFDB	1.0	AT4G37750	0	None	None	1	None	None	gene is directly annotated
MP00477	MP00477	AT4G37790	PlantTFDB	1.0	AT4G37790	0	None	None	1	None	None	gene is directly annotated
MP00478	MP00478	AT4G38000	PlantTFDB	1.0	AT4G38000	0	None	None	1	None	None	gene is directly annotated
MP00479	MP00479	AT4G38620	PlantTFDB	1.0	AT4G38620	0	None	None	1	None	None	gene is directly annotated
MP00480	MP00480	AT4G38910	PlantTFDB	1.0	AT4G38910	0	None	None	1	None	None	gene is directly annotated
MP00051	MP00051	AT4G40060	PlantTFDB	1.0	AT4G40060	0	None	None	1	None	None	gene is directly annotated
MP00481	MP00481	AT5G01380	PlantTFDB	1.0	AT5G01380	0	None	None	1	None	None	gene is directly annotated
MP00070	MP00070	AT5G01900	PlantTFDB	1.0	AT5G01900	0	None	None	1	None	None	gene is directly annotated
MP00482	MP00482	AT5G02320	PlantTFDB	1.0	AT5G02320	0	None	None	1	None	None	gene is directly annotated
MP00483	MP00483	AT5G02460	PlantTFDB	1.0	AT5G02460	0	None	None	1	None	None	gene is directly annotated
MP00484	MP00484	AT5G02840	PlantTFDB	1.0	AT5G02840	0	None	None	1	None	None	gene is directly annotated
MP00485	MP00485	AT5G03150	PlantTFDB	1.0	AT5G03150	0	None	None	1	None	None	gene is directly annotated
MP00486	MP00486	AT5G03790	PlantTFDB	1.0	AT5G03790	0	None	None	1	None	None	gene is directly annotated
MP00622	MP00622	AT5G04340	PlantTFDB	1.0	AT5G04340	0	None	None	1	None	None	gene is directly annotated
MP00487	MP00487	AT5G04390	PlantTFDB	1.0	AT5G04390	0	None	None	1	None	None	gene is directly annotated
MP00059	MP00059	AT5G04410	PlantTFDB	1.0	AT5G04410	0	None	None	1	None	None	gene is directly annotated
MP00055	MP00055	AT5G04760	PlantTFDB	1.0	AT5G04760	0	None	None	1	None	None	gene is directly annotated
MP00056	MP00056	AT5G05090	PlantTFDB	1.0	AT5G05090	0	None	None	1	None	None	gene is directly annotated
MP00488	MP00488	AT5G05550	PlantTFDB	1.0	AT5G05550	0	None	None	1	None	None	gene is directly annotated
MP00489	MP00489	AT5G05790	PlantTFDB	1.0	AT5G05790	0	None	None	1	None	None	gene is directly annotated
MP00490	MP00490	AT5G06100	PlantTFDB	1.0	AT5G06100	0	None	None	1	None	None	gene is directly annotated
MP00491	MP00491	AT5G06839	PlantTFDB	1.0	AT5G06839	0	None	None	1	None	None	gene is directly annotated
